v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_multiplier,std_multiplier,mean_rank,p10_rank,p90_rank,mean_regret,max_regret,p90_regret,prob_best_response,label,group
41,205694.8612044929,18742.770818064182,180349.289698502,192433.18686301357,204517.08402752515,216600.9811920367,228684.87835654832,0.69093768707483,0.05064664443158287,13.805066666666667,10.0,18.0,7546.849406422585,62053.258517658396,18383.315146579407,0.27066666666666667,AI sigma = 5.0,ai_sigma
42,206409.4131690201,17706.20387756861,181018.7101380133,192827.9732760587,204637.2364141041,216446.49955214944,228255.76269019488,0.7089817687074831,0.0489583264009849,12.699866666666667,9.0,17.0,6832.297441895368,50242.23608609999,16182.536109770648,0.17306666666666667,AI sigma = 5.0,ai_sigma
43,206255.24278102958,16824.30166443639,187180.81110684804,192948.12566263767,204482.75477421688,216017.38388579612,227552.01299737534,0.7254258503401361,0.047627448355200046,11.692666666666666,8.0,15.0,6986.467829885904,48630.520474124205,14831.611298617849,0.12386666666666667,AI sigma = 5.0,ai_sigma
44,205275.1880600968,15847.082834370582,187292.9368430189,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.7398737414965987,0.045930200101202266,10.807733333333333,7.0,14.0,7966.5225508186495,37520.24817399154,15524.46372167833,0.08773333333333333,AI sigma = 5.0,ai_sigma
45,203219.50317551225,15085.748468868193,181643.1050134232,192640.99723957977,203638.88946573637,214636.78169189295,220135.72780497128,0.7518160544217688,0.04479002505586043,10.076266666666667,7.0,14.0,10022.2074354032,39583.70732612765,19004.04030855614,0.047066666666666666,AI sigma = 5.0,ai_sigma
46,204819.55343240534,13622.067419749173,186722.92413617537,197452.5750885233,208182.22604087117,213547.05151704513,224276.70246939303,0.7754808163265308,0.04145542137732493,8.6268,5.0,12.0,8422.157178510122,39417.99376569805,19148.406103513407,0.1672,AI sigma = 5.0,ai_sigma
47,200767.31298135952,12894.040424042858,186035.5558720406,191266.26071131023,201727.6703898494,212189.0800683886,217419.78490765824,0.7827167346938776,0.040245999758620414,8.1836,5.0,11.0,12474.397629555944,45872.54941671982,23348.990613401635,0.026933333333333333,AI sigma = 5.0,ai_sigma
48,196138.84236259776,12293.303290332993,180022.08877826118,190216.97359945838,195314.41601005694,205509.30083125414,210606.7432418527,0.7883548299319728,0.039374057876146513,7.838266666666667,5.0,11.0,17102.8682483177,49232.384197631734,28479.898867101903,0.006533333333333334,AI sigma = 5.0,ai_sigma
49,191064.63906124549,11756.992123083372,174124.0865018955,184057.5640199851,193991.04153807467,198957.78029711943,203924.5190561642,0.7924212244897959,0.03864726959030951,7.5892,5.0,11.0,22177.07154967,56045.31203487408,34361.54725604554,0.0012,AI sigma = 5.0,ai_sigma
50,189903.77279602838,10516.156271976013,177898.1544405118,182734.18954800276,192406.25976298473,197242.2948704757,202078.32997796664,0.8099189115646259,0.035502709033608526,6.5174666666666665,4.0,9.0,23337.937814887075,62858.23987211639,36730.1252705232,0.0112,AI sigma = 5.0,ai_sigma
51,186413.10522828792,9655.050709817593,171738.74486103855,181149.40777291288,185854.73922885003,195265.40214072433,199970.7335966615,0.8203047619047619,0.033501036526919444,5.881333333333333,3.0,9.0,26828.605382627567,66450.81203365634,41493.522001379635,0.004933333333333333,AI sigma = 5.0,ai_sigma
52,180650.59907069965,9219.189937630048,170153.9630859486,174728.59089033198,179303.2186947153,188452.47430348198,193027.10210786536,0.8231760544217687,0.0329026520130432,5.705466666666666,3.0,8.0,32591.111540215785,72871.62891623724,47421.18539818213,0.0004,AI sigma = 5.0,ai_sigma
53,174914.67464468587,8821.163110623074,163971.76932197926,168417.93595724116,177310.26922776498,181756.43586302688,186202.60249828882,0.8258971428571429,0.032391721088228936,5.5388,3.0,8.0,38327.035966229596,79182.28384932806,52974.83520929463,0.0,AI sigma = 5.0,ai_sigma
54,169246.98089138532,8435.868223321631,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,179453.9567126234,0.8287640816326529,0.031887985651846834,5.3632,3.0,8.0,43994.729719530136,85422.79630524924,59592.003529006586,0.0,AI sigma = 5.0,ai_sigma
55,163509.52043191096,8055.072957748883,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,172705.31092695802,0.8315330612244897,0.031371244998321154,5.1936,3.0,8.0,49732.19017900452,89265.70957874024,65154.42629751589,0.0,AI sigma = 5.0,ai_sigma
18,12005.979355353145,6637.393889287963,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,16609.263773918385,0.1082873469387755,0.011591555884304935,49.4924,49.0,50.0,201179.78308150495,259358.10808811814,221424.2831824781,0.0,AI internal 35-cluster = 70%,ai_internal_weight
19,11652.539102969393,6936.284348622576,6342.9623117316005,6342.9623117316005,6342.9623117316005,15541.813301402057,24740.66429107258,0.10942367346938774,0.012310826523898113,49.4228,48.0,50.0,201533.22333388872,260275.74095045676,222341.91604481672,0.0,AI internal 35-cluster = 70%,ai_internal_weight
20,18004.72157836653,10447.712932794066,5434.204855090764,14484.687280411694,14484.687280411694,23535.169705732682,32585.652131053546,0.122676462585034,0.01884705113044407,48.611066666666666,47.0,50.0,195181.0408584916,261184.4984070976,217217.24535723892,0.0,AI internal 35-cluster = 70%,ai_internal_weight
21,23999.71168071102,12812.055049227461,4525.447398449949,13427.561259421353,22329.675120392814,31231.788981364167,40133.902842335636,0.1357159183673469,0.023497386377414078,47.8124,46.0,50.0,189186.05075614707,253191.142002767,212397.1518184113,0.0,AI internal 35-cluster = 70%,ai_internal_weight
22,26267.88127134792,13684.03757613914,12370.43523843099,12370.43523843099,21124.180535052932,38631.6711282967,47385.41642491857,0.14224653061224488,0.02552197383126523,47.4124,45.0,49.0,186917.8811655102,254248.26802375738,211233.29030782715,0.0,AI internal 35-cluster = 70%,ai_internal_weight
23,30749.98679673318,15038.228984819732,11313.309217440634,19918.68594971305,28524.06268198535,37129.439414257766,54340.192878802554,0.1532027210884353,0.028531244303789383,46.74133333333333,44.0,49.0,182435.77564012495,250848.48989322275,207633.3270476623,0.0,AI internal 35-cluster = 70%,ai_internal_weight
24,37088.9972024078,16444.342102424096,18721.52965732025,27179.56407668267,35637.598496045204,44095.63291540768,61011.70175413269,0.1681077551020408,0.03174248784313776,45.8284,43.0,48.0,176096.76523445031,251750.96155979577,201659.7959197528,0.0,AI internal 35-cluster = 70%,ai_internal_weight
25,50523.94323357471,18907.683737757914,25848.88193742954,34161.08817714789,50785.50065658454,59097.70689630284,75722.11937573944,0.1974454421768707,0.03713777888186891,44.03146666666667,41.0,47.0,162661.8192032834,243628.20322757855,190645.55034315988,0.0,AI internal 35-cluster = 70%,ai_internal_weight
26,62790.20278931583,20706.353581241085,40850.95591832466,49017.333978398834,65350.090098547065,73516.46815862118,89849.22427876946,0.22549442176870746,0.04139692200449396,42.31346666666666,39.0,45.0,150395.5596475423,242435.8275425057,179284.77188664663,0.0,AI internal 35-cluster = 70%,ai_internal_weight
27,67114.46524406201,21111.973127314606,39228.61741978316,55269.717180643085,63290.26706107301,79331.36682193288,95372.46658279281,0.23839673469387754,0.04297526736776761,41.5232,38.0,45.0,146071.29719279608,227433.7535616106,175393.76247407938,0.0,AI internal 35-cluster = 70%,ai_internal_weight
28,69640.64680003816,21281.6341453595,45481.00062202745,53355.722322813206,69105.16572438471,84854.60912595628,100604.05252752779,0.24804897959183672,0.04412286104258616,40.932,37.0,44.0,143545.11563681997,224953.88858364566,172935.58906188514,0.0,AI internal 35-cluster = 70%,ai_internal_weight
29,71059.38286485951,21164.80992657099,43727.732028497296,59187.9764868061,66918.0987159605,82378.34317426936,97838.58763257816,0.2556854421768707,0.04470148167454073,40.46426666666667,37.0,44.0,142126.3795719986,224585.18511538304,171083.70254087605,0.0,AI internal 35-cluster = 70%,ai_internal_weight
30,72702.07201199792,21306.81620950728,49579.00510473222,57165.97692223561,72339.92055724241,87513.86419224925,102687.80782725604,0.2640446258503401,0.045850491534904156,39.95226666666667,36.0,43.0,140483.6904248602,223082.68092158894,169332.87188848684,0.0,AI internal 35-cluster = 70%,ai_internal_weight
31,83194.28143395855,22148.297637306998,55143.977357665135,70031.62016936991,84919.26298107475,99806.90579277952,114694.54860448436,0.29213496598639455,0.04857785264707008,38.23173333333333,34.0,42.0,129991.48100289959,220040.15954546357,159275.2364722414,0.0,AI internal 35-cluster = 70%,ai_internal_weight
32,88907.92016107141,22371.774717125358,60422.64878729604,75023.99077569884,89625.3327641016,104226.67475250442,118828.01674090722,0.31064054421768705,0.050030122581814565,37.09826666666667,33.0,41.0,124277.84227578668,210807.53312251504,153660.88758084946,0.0,AI internal 35-cluster = 70%,ai_internal_weight
33,104326.16428860184,23039.75565740222,72572.53997617534,86887.58114127608,101202.62230637687,122675.18405402798,136990.22521912877,0.35202285714285714,0.0525544106650946,34.5636,30.0,39.0,108859.59814825626,202301.70504553118,137986.4926336056,0.0,AI internal 35-cluster = 70%,ai_internal_weight
34,122193.13242677266,23427.701913476456,91196.54443583911,105228.49916238216,119260.45388892514,140308.3859787397,154340.3407052827,0.40070204081632654,0.054517435370767434,31.582,27.0,36.0,90992.63001008546,178610.16931932257,119362.48817394182,0.0,AI internal 35-cluster = 70%,ai_internal_weight
35,148020.32023253824,23608.354795078816,115875.24481114664,129626.56044315881,150253.53389117704,164004.8495231892,177756.1651552014,0.47020734693877553,0.05605900374642091,27.3248,23.0,32.0,65165.44220431984,150714.0285618323,92306.98122972454,0.0,AI internal 35-cluster = 70%,ai_internal_weight
36,169339.88290194923,23385.301115092065,139431.38880833075,152902.06534581204,166372.74188329332,186578.75668951526,200049.43322699654,0.5316821768707484,0.05668621519784532,23.559466666666665,19.0,28.0,43845.87953490891,126596.6063755865,68750.83723254042,0.002,AI internal 35-cluster = 70%,ai_internal_weight
37,178858.14133305917,22631.956626959804,148674.93898444096,161864.97642739138,181650.03259181706,194840.07003476747,208030.10747771797,0.5665578231292517,0.05602733643224676,21.423333333333332,17.0,26.0,34327.6211037989,108838.75593258775,57191.518065721495,0.008266666666666667,AI internal 35-cluster = 70%,ai_internal_weight
38,184743.20862782677,21680.21403010595,157357.21097148943,170266.60931990904,183176.0076683286,202540.105190958,215449.5035393776,0.59376,0.05483798214126373,19.7572,15.0,24.0,28442.55380903136,102462.60846306005,48645.26767331004,0.0152,AI internal 35-cluster = 70%,ai_internal_weight
39,188379.82664852915,20768.911510264043,159236.798913915,171869.96413135892,190819.71195752482,203452.87717496871,216086.04239241267,0.6161425850340136,0.05368160135943166,18.386266666666668,14.0,23.0,24805.935788328974,99478.08799673189,44147.4197544372,0.013066666666666667,AI internal 35-cluster = 70%,ai_internal_weight
40,196247.441539589,19690.994875100103,173225.96963703563,185584.50082801338,197943.03201899113,210301.56320996888,222660.09440094663,0.6506220408163265,0.052026511184205676,16.2744,12.0,20.0,16938.32089726913,74953.35509499791,32034.751285606355,0.0552,AI internal 35-cluster = 70%,ai_internal_weight
41,205749.64153830532,18209.953246314006,180349.289698502,192433.18686301357,204517.08402752515,216600.9811920367,228684.87835654832,0.6910857142857144,0.049206866803969664,13.796,10.0,18.0,7436.12089855278,52000.730671392346,18108.681120113208,0.2596,AI internal 35-cluster = 70%,ai_internal_weight
42,206339.34487440102,17441.601691754408,181018.7101380133,192827.9732760587,204637.2364141041,216446.49955214944,228255.76269019488,0.7087880272108843,0.04822669130466044,12.711733333333333,9.0,17.0,6846.417562457085,50242.23608609999,16182.536109770648,0.168,AI internal 35-cluster = 70%,ai_internal_weight
43,206192.95578382706,16660.853742744617,181413.4965510584,192948.12566263767,204482.75477421688,216017.38388579612,227552.01299737534,0.7252495238095238,0.04716474817278505,11.703466666666667,8.0,16.0,6992.806653031079,49435.4986333556,14429.122219002194,0.12253333333333333,AI internal 35-cluster = 70%,ai_internal_weight
44,205227.87029939695,15798.778745314492,187292.9368430189,192926.00359300154,204192.1370929668,215458.27059293212,226724.40409289743,0.7397365986394557,0.04579019853124513,10.816133333333333,7.0,14.0,7957.892137461152,48786.381673956814,15543.694399715137,0.08826666666666666,AI internal 35-cluster = 70%,ai_internal_weight
45,203147.65027963472,15063.519098183342,181643.1050134232,192640.99723957977,203638.88946573637,214636.78169189295,220135.72780497128,0.7516027210884354,0.0447240254091074,10.089333333333334,7.0,14.0,10038.112157223404,53899.73095593511,19004.04030855614,0.046,AI internal 35-cluster = 70%,ai_internal_weight
46,204718.6947134533,13703.18344175752,186722.92413617537,197452.5750885233,202817.40056469722,213547.05151704513,224276.70246939303,0.7751738775510205,0.041702278096587164,8.6456,5.0,12.0,8467.067723404838,40385.08785987663,19369.786956504162,0.17426666666666665,AI internal 35-cluster = 70%,ai_internal_weight
47,200675.9500035003,13048.52646390135,186035.5558720406,191266.26071131023,201727.6703898494,212189.0800683886,217419.78490765824,0.7824315646258504,0.04072819501459788,8.201066666666666,5.0,11.0,12509.812433357836,46973.76414780272,23832.385381333064,0.027333333333333334,AI internal 35-cluster = 70%,ai_internal_weight
48,195970.28693355396,12503.163006932284,180022.08877826118,190216.97359945838,195314.41601005694,205509.30083125414,210606.7432418527,0.7878149659863946,0.04004621477589126,7.871333333333333,5.0,11.0,17215.47550330414,53520.280956266186,29199.638732890697,0.005866666666666667,AI internal 35-cluster = 70%,ai_internal_weight
49,190898.4188707761,11999.397801769528,174124.0865018955,184057.5640199851,189024.30277902985,198957.78029711943,203924.5190561642,0.7918748299319729,0.03944409904433392,7.6226666666666665,5.0,11.0,22287.343566082018,57294.80880731542,34526.54769728671,0.0008,AI internal 35-cluster = 70%,ai_internal_weight
50,189665.83986873983,10885.221670364692,173062.11933302085,182734.18954800276,192406.25976298473,197242.2948704757,202078.32997796664,0.8091156462585034,0.03674867962538104,6.566666666666666,4.0,10.0,23519.92256811828,63454.21838678871,37008.312130987964,0.007733333333333333,AI internal 35-cluster = 70%,ai_internal_weight
51,186212.97179702873,10019.81934693396,171738.74486103855,181149.40777291288,185854.73922885003,195265.40214072433,199970.7335966615,0.8196103401360545,0.03476670853664635,5.923866666666667,3.0,9.0,26972.79063982941,66997.93345672145,41493.522001379635,0.0052,AI internal 35-cluster = 70%,ai_internal_weight
52,180535.3184500292,9587.667110699578,170153.9630859486,174728.59089033198,179303.2186947153,188452.47430348198,193027.10210786536,0.82276462585034,0.03421772158881694,5.730666666666667,3.0,8.0,32650.443986828894,73549.45399085619,47634.45354907571,0.0006666666666666666,AI internal 35-cluster = 70%,ai_internal_weight
53,174797.29584551498,9136.934414743784,163971.76932197926,168417.93595724116,177310.26922776498,181756.43586302688,186202.60249828882,0.8254661224489797,0.03355124799896326,5.5652,3.0,8.0,38388.46659134317,78392.78814607457,53262.18972889753,0.0,AI internal 35-cluster = 70%,ai_internal_weight
54,169082.27794143758,8743.585393388477,157858.29019849413,162177.42350131998,170815.69010697168,175134.82340979754,179453.9567126234,0.8281414965986394,0.03305117128302954,5.4013333333333335,3.0,8.0,44103.48449542054,84633.30060199575,59592.003529006586,0.0,AI internal 35-cluster = 70%,ai_internal_weight
55,163351.8974730243,8311.938013485757,151744.811075009,160129.01101578862,164321.1109861784,168513.2109565682,172705.31092695802,0.8309191836734693,0.03237163030051473,5.2312,3.0,8.0,49833.86496383383,89721.29236484054,64856.17011702771,0.0,AI internal 35-cluster = 70%,ai_internal_weight
18,11774.132374076908,6481.247225139107,7260.5951740702,7260.5951740702,7260.5951740702,16609.263773918385,16609.263773918385,0.10788244897959182,0.011318861086644911,49.5172,49.0,50.0,201386.96900737484,257675.97467601282,221424.2831824781,0.0,AI internal 35-cluster = 75%,ai_internal_weight
19,11409.689436842093,6822.583984093659,6342.9623117316005,6342.9623117316005,6342.9623117316005,15541.813301402057,24740.66429107258,0.10899265306122448,0.012109026050753232,49.4492,48.0,50.0,201751.41194460963,258593.60753835144,222341.91604481672,0.0,AI internal 35-cluster = 75%,ai_internal_weight
20,17713.899409766218,10449.135415439298,5434.204855090764,5434.204855090764,14484.687280411694,23535.169705732682,32585.652131053546,0.12215183673469386,0.01884961720431299,48.6432,47.0,50.0,195447.20197168554,259502.36499499227,217872.7835624684,0.0,AI internal 35-cluster = 75%,ai_internal_weight
