v,mean_pnl,std_pnl,p10,p25,p50,p75,p90,mean_mult,std_mult,mu,sigma
32,341529.50991577504,8692.03655486549,330547.4755727475,337848.14656694897,345148.81756115035,345148.81756115035,352449.48855535174,0.8755795918367348,0.019438049051720946,10,12
34,329595.070253953,6965.631113923675,322723.797423799,322723.797423799,329739.77478707046,336755.752150342,336755.752150342,0.8833367346938776,0.016209372369190667,10,12
36,316738.32681564474,5490.7724911103,307814.84552684694,314550.1837955876,321285.52206432825,321285.52206432825,321285.52206432825,0.8889775510204083,0.0133096901126758,10,12
38,302981.6790408365,4227.847668066586,299360.59280410485,299360.59280410485,305815.29197831464,305815.29197831464,305815.29197831464,0.8928326530612246,0.010693927402906067,10,12
40,288911.09048298065,3272.314971646249,284452.7503558354,290632.01595132425,290632.01595132425,290632.01595132425,290632.01595132425,0.8954530612244901,0.008645938539442755,10,12
42,274503.78945456527,2426.9669883058673,269588.1836733538,275492.8152423765,275492.8152423765,275492.8152423765,275492.8152423765,0.8972653061224491,0.006710655925995689,10,12
44,259953.1607177013,1809.1594678335375,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,260522.80459279328,0.8983489795918369,0.005243555374895541,10,12
46,245408.75002004212,1341.5174928349186,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,245736.00437408878,0.8990040816326532,0.0040825794820173065,10,12
48,230824.4742028894,948.3289518893973,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,230996.51288424706,0.899448979591837,0.003037390207941997,10,12
50,216492.73712023193,679.6239891944581,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,216586.43530043954,0.899683673469388,0.0022944212806089628,10,12
52,202128.89595316158,469.14719301360253,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,202176.35771663205,0.8998306122448982,0.0016743539225302804,10,12
54,188064.1489518067,353.74070904910064,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,188092.2233182751,0.8998938775510208,0.0013371568113697114,10,12
56,174072.06255063758,244.3054108724186,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,174086.7984172001,0.8999408163265309,0.0009812040304838393,10,12
58,160300.62301437554,185.70608618535408,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,160309.68397581665,0.8999612244897962,0.0007947112772326588,10,12
60,146737.3021387756,119.64066145354336,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,146741.31726769943,0.8999816326530614,0.0005473003678311123,10,12
62,133302.69403424877,98.31982085326446,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,0.8999857142857145,0.00048273395361300703,10,12
64,120210.030429413,84.52986314538832,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.8999877551020411,0.00044695275348564077,10,12
66,107159.35641018461,55.198691393052556,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.8999938775510207,0.00031610261989693415,10,12
68,94586.6078973699,50.78279608160823,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.8999938775510207,0.00031610261989693415,10,12
70,82014.75744412954,1.4551915228366852e-11,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.9000000000000002,2.220446049250313e-16,10,12
72,69975.3270728666,0.0,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.9000000000000002,2.220446049250313e-16,10,12
74,57977.79436557995,7.275957614183426e-12,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.9000000000000002,2.220446049250313e-16,10,12
76,46512.40451954187,1.4551915228366852e-11,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.9000000000000002,2.220446049250313e-16,10,12
78,35158.00398783106,0.0,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.9000000000000002,2.220446049250313e-16,10,12
80,24376.941845994264,1.0913936421275139e-11,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.9000000000000002,2.220446049250313e-16,10,12
82,13751.66443942364,3.637978807091713e-12,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.9000000000000002,2.220446049250313e-16,10,12
84,3809.615919841475,4.547473508864641e-13,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.9000000000000002,2.220446049250313e-16,10,12
86,-5973.950611038802,9.094947017729282e-13,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.9000000000000002,2.220446049250313e-16,10,12
88,-14847.864539755561,9.094947017729282e-12,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.9000000000000002,2.220446049250313e-16,10,12
90,-23506.398759341446,0.0,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.9000000000000002,2.220446049250313e-16,10,12
92,-31075.99911381532,0.0,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.9000000000000002,2.220446049250313e-16,10,12
94,-38002.46729271334,7.275957614183426e-12,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.9000000000000002,2.220446049250313e-16,10,12
96,-44001.233646356646,2.1827872842550278e-11,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.9000000000000002,2.220446049250313e-16,10,12
98,-48107.59991138153,7.275957614183426e-12,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.9000000000000002,2.220446049250313e-16,10,12
100,-50000.0,0.0,-50000.0,-50000.0,-50000.0,-50000.0,-50000.0,0.9000000000000002,2.220446049250313e-16,10,12
0,212763.58110768633,39266.41331209163,157549.3848907039,181788.729111516,206028.07333232817,242387.0896635463,266626.4338843585,0.35397142857142855,0.052896175171478724,10,20
2,227104.69467692642,39585.73331537215,175768.24264108704,199377.99350551446,222987.74436994194,258402.37066658295,282012.12153101043,0.38324489795918365,0.054748369899604236,10,20
4,241040.8431637428,39062.171027378085,192757.88076121738,215740.87538949837,238723.87001777923,261706.86464606016,296181.3565884816,0.4134959183673469,0.055497531228978596,10,20
6,254681.36694350577,38771.298409938,208558.6895681606,230920.5221794609,253282.3547907613,275644.18740206165,309186.9363190122,0.44489999999999996,0.056614393048130845,10,20
8,267128.44437551865,37998.97234338787,223117.17434114253,244857.84493546234,266598.5155297821,288339.1861241019,310079.8567184218,0.4763061224489796,0.05707196404146423,10,20
10,278868.7797328054,36864.520464859655,236525.12035628187,257651.3965115837,278777.6726668856,299903.94882218755,321030.2249774894,0.5083040816326531,0.0569783067731237,10,20
12,289368.19453183573,35456.536013335215,238477.00456628262,269247.88505335274,289761.8053780662,310275.7257027796,330789.646027493,0.5401897959183672,0.056437990541329426,10,20
14,298308.3219287991,34262.63252832024,249798.2313491642,279653.6568777117,299557.2738967433,319460.890915775,339364.5079348067,0.5714204081632652,0.05620987565173052,10,20
16,305877.8785801053,32596.429755288715,260013.91356915963,288964.6292332057,308265.1063425697,327565.5834519338,346866.0605612978,0.6020836734693878,0.055147508036618456,10,20
18,312083.2835407206,30925.6076834799,269023.3159698198,287720.6531695161,315766.6589690608,334463.9961687572,353161.33336845355,0.6323428571428572,0.0540085334241936,10,20
20,316156.4987915126,28856.094658010155,276948.677614719,295049.642465361,313150.60731600283,340302.0545919657,349352.5370172866,0.6605244897959184,0.0520546740653035,10,20
22,318648.66411296214,26854.3333435671,283736.5394337098,301244.0300269536,318751.5206201974,336259.0112134412,353766.501806685,0.6875632653061226,0.05008577249493107,10,20
24,319230.2063057574,24957.13164826528,289378.6310769199,306294.69991564495,323210.76875436987,340126.8375930949,348584.87201245734,0.7127244897959184,0.04817471219039339,10,20
26,318279.151375163,22768.260387907132,285842.2977205486,302175.0538406968,318507.80996084504,334840.56608099333,343006.94414106745,0.7362775510204081,0.045519163756099046,10,20
28,315790.66640362487,20888.522671109018,289597.3733463862,305346.8167479577,313221.5384487435,328970.98185031506,344720.4252518866,0.7583877551020409,0.04330782950721967,10,20
30,311567.57404937386,18861.318157717993,284775.1314473378,299949.07508234464,315123.0187173514,322709.9905348549,337883.93416986166,0.7780632653061225,0.04058798367734086,10,20
32,305894.934793078,17124.796375760725,286743.4496075392,294044.1206017406,308645.46259014343,315946.13358434476,330547.4755727475,0.7958897959183673,0.03829627612028856,10,20
34,298837.9024905411,15364.637620369318,280627.93324416986,287643.9106074414,301675.86533398443,308691.84269725595,315707.8200605274,0.8117632653061224,0.03575428104546202,10,20
36,290622.0526786028,13634.661540435403,274138.1541831437,280873.4924518844,294344.16898936563,301079.50725810626,307814.84552684694,0.8256714285714286,0.03305056259173442,10,20
38,281290.66246590455,12099.849243883398,267087.0969330559,273541.7961072657,279996.4952814755,292905.89362989506,292905.89362989506,0.8379673469387755,0.03060538589825068,10,20
40,271307.1352096323,10558.501936336324,259735.68797387992,265914.95356936875,272094.21916485764,278273.48476034653,284452.7503558354,0.8489408163265306,0.027897118584591898,10,20
42,260416.81468876931,9152.96828528266,245969.65739726304,251874.2889662857,263683.55210433115,269588.1836733538,269588.1836733538,0.8583142857142857,0.025308305040835585,10,20
44,248820.1084197043,7965.849034331581,237990.53759286267,243623.60434284533,249256.67109282798,254889.73784281063,260522.80459279328,0.8660816326530612,0.023087721819013897,10,20
46,236761.99255881886,6820.732516686843,229641.52794556692,235006.35342174093,240371.17889791488,240371.17889791488,245736.00437408878,0.8726897959183675,0.020757226628561307,10,20
48,224187.60418429004,5746.271422050275,215704.1856524513,220801.62806304992,225899.0704736485,230996.51288424706,230996.51288424706,0.8781918367346939,0.018404656437767408,10,20
50,211441.49845045758,4900.994080919064,206914.36508545763,206914.36508545763,211750.40019294858,216586.43530043954,216586.43530043954,0.882630612244898,0.01654583312859163,10,20
52,198370.26738338513,4105.141611351353,193027.10210786536,197601.7299122487,197601.7299122487,202176.35771663205,202176.35771663205,0.8864163265306123,0.014650966822067553,10,20
54,185295.58450469535,3439.7327878839887,179453.9567126234,183773.09001544924,188092.2233182751,188092.2233182751,188092.2233182751,0.8894285714285716,0.013002354574837423,10,20
56,172041.56176497965,2855.662975005142,170021.73177924636,170021.73177924636,174086.7984172001,174086.7984172001,174086.7984172001,0.8917857142857144,0.011469201647121029,10,20
58,158850.39229108652,2343.887632610323,156494.5423163914,156494.5423163914,160309.68397581665,160309.68397581665,160309.68397581665,0.8937551020408167,0.010030440964344077,10,20
60,145694.26086945162,1937.0061062527286,143172.31377985002,143172.31377985002,146741.31726769943,146741.31726769943,146741.31726769943,0.8952102040816328,0.008860901816853246,10,20
62,132587.34495516375,1547.5701700774564,129980.33192551744,133305.60364700507,133305.60364700507,133305.60364700507,133305.60364700507,0.8964734693877554,0.007598311919322833,10,20
64,119719.07781167622,1240.799877733989,117124.59393083764,120212.34624364757,120212.34624364757,120212.34624364757,120212.34624364757,0.8973918367346941,0.0065607455311266355,10,20
66,106823.29681545992,982.5222012563986,104309.44275269433,107160.42552872564,107160.42552872564,107160.42552872564,107160.42552872564,0.8980693877551023,0.005626543566269048,10,20
68,94362.67745522651,773.1872011320684,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,94587.59148642761,0.8986000000000002,0.004812781469453982,10,20
70,81860.59055051566,612.8173674765773,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,82014.75744412953,0.8989489795918368,0.004177833155981333,10,20
72,69877.1159774623,467.2407702922423,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,69975.3270728666,0.8992632653061227,0.0035050264377076428,10,20
74,57914.62368316199,356.96026772352246,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,57977.794365579946,0.8994734693877554,0.002975280638382622,10,20
76,46473.66824834015,263.4082842612175,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,46512.40451954186,0.8996387755102043,0.0024563418248179218,10,20
78,35132.70761929953,199.0767880282764,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,35158.00398783106,0.8997326530612247,0.002103960882538447,10,20
80,24361.931533467516,143.11653100345836,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,24376.941845994254,0.8998183673469391,0.0017317850762110787,10,20
82,13741.689689205226,108.49239532985032,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,13751.664439423635,0.8998591836734697,0.0015316173570596781,10,20
84,3804.0031254371384,73.80622823308079,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,3809.6159198414753,0.8999061224489799,0.001234456040510022,10,20
86,-5977.245077319609,51.18886563249881,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,-5973.950611038803,0.8999326530612247,0.0010464254619402735,10,20
88,-14849.937001256614,36.29425726635003,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,-14847.864539755552,0.8999469387755105,0.0009292417405667332,10,20
90,-23507.660359400525,24.591571672360832,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,-23506.398759341446,0.8999571428571431,0.0008353871677950385,10,20
92,-31076.51405261494,13.285687145878455,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,-31075.99911381532,0.8999755102040818,0.0006318493907924025,10,20
94,-38002.684935030025,6.879012271700601,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,-38002.467292713336,0.8999836734693879,0.0005160320205478883,10,20
96,-44001.342467514994,3.439506135850415,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,-44001.23364635667,0.8999836734693879,0.0005160320205478883,10,20
98,-48107.62994947817,1.0150286406626587,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,-48107.599911381534,0.8999857142857145,0.00048273395361300703,10,20
